filename,mean_pitch_hz,jitter_local,shimmer_local,speech_rate_onsets_per_sec,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean
03-01-03-01-02-01-01.wav,130.17295389890407,0.02288556653323884,0.0,1.9791599172993892,-693.60925,77.67328,2.3561034,12.037886,5.272909,9.537619,-5.2778487,3.814017,-8.2640085,-3.2064867,-11.793282,-2.4545708,4.334239
03-01-03-01-02-02-01.wav,125.94877054502057,0.020594044329434864,0.0,3.5099956125054845,-683.93146,74.13294,1.0578562,17.886679,6.339445,11.593822,-5.891603,6.8250275,-6.5876675,-1.8747079,-10.63755,-2.1259463,2.790956
03-01-03-02-01-01-01.wav,225.0777948958948,0.0366862894140223,0.0,3.2694578149123603,-627.4205,67.704384,-6.6694894,9.967615,-3.0760913,7.208737,-5.0634565,-2.9935553,-10.524828,-4.989577,-8.107446,-8.3624735,0.3314784
03-01-03-02-01-02-01.wav,205.04297892138925,0.028317914457144513,0.0,3.8493704675381215,-591.9702,72.971,-6.9058204,4.645147,0.41286418,8.77231,-4.154122,-3.5272965,-8.41551,-5.53817,-10.657866,-7.126158,4.071781
03-01-03-02-02-01-01.wav,177.43522884482087,0.0257691105952925,0.0,2.539843799606324,-554.2307,70.283676,-10.080169,11.619575,-1.2718133,10.0290985,-6.932471,-0.298261,-9.178951,-6.3009877,-12.876888,-5.1817317,3.789686
03-01-03-02-02-02-01.wav,174.0385872770964,0.02366326042066472,0.0,4.3177116128451924,-568.1388,70.80917,-8.760222,11.967098,-2.9723804,10.001248,-8.551405,0.027818175,-9.052507,-6.3288474,-12.138224,-7.093577,1.7016895
03-01-04-01-01-01-01.wav,123.23735626140639,0.0300522561392149,0.0,3.6485253876558223,-715.8727,74.985306,2.9195237,11.441712,6.960729,13.466071,-6.72605,4.7315598,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796025
03-01-04-01-01-02-01.wav,110.95547885522481,0.01948481682665481,0.0,3.641222844005112,-732.4855,80.96551,3.486698,13.031231,8.979398,14.10794,-4.78729,6.040529,-4.208775,-5.16262,-7.1502514,-4.6642747,-0.31327254
03-01-04-01-02-01-01.wav,110.79986526157761,0.030801045321623668,0.0,1.7125731411445697,-766.6507,73.99263,2.4763818,10.077652,7.928804,11.792142,-5.2503986,4.0385647,-4.807725,-4.9669833,-7.7130547,-2.5745971,0.20226571
03-01-04-01-02-02-01.wav,111.83339137011964,0.03051954849690003,0.0,2.3738578899865233,-736.81494,70.96664,4.8449187,13.2525215,7.9328127,11.802075,-4.9299827,6.692443,-3.7731938,-5.046368,-8.592158,-2.9672074,-0.14794528
03-01-04-02-01-01-01.wav,122.87540157673338,0.02277282841307017,0.0,2.6289557568654085,-704.1285,77.837975,5.0968413,14.805322,8.49169,14.999448,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.5529009,0.5103896
03-01-04-02-01-02-01.wav,140.7712282530195,0.02732697145231423,0.0,2.9699962875046406,-652.24115,69.28093,-3.692371,11.728851,3.0127633,11.101811,-6.1069927,-1.5688689,-6.384501,-5.752694,-10.740143,-4.3840003,1.180043
03-01-04-02-02-01-01.wav,142.1992045100885,0.027577247127543808,0.0,2.9434719589697846,-650.43463,71.00575,-1.6740124,11.137108,6.426337,11.243235,-6.4243813,1.043488,-7.5295334,-6.578289,-13.766916,-3.7808657,1.1671071
03-01-04-02-02-02-01.wav,141.21232429451294,0.02598002227473267,0.0,2.408308664893884,-636.48676,70.95319,-4.674072,14.9717245,3.303352,11.239858,-7.639233,1.0996047,-7.387783,-5.972332,-11.932848,-3.008971,1.6879241
03-01-05-01-01-01-01.wav,162.6685739653984,0.033829336047768235,0.0,3.1003412528392884,-578.98865,62.405315,-8.723745,13.807444,1.7894553,6.853797,-6.779374,1.681231,-3.129483,-0.8724654,-9.711343,-3.9222543,1.1898443
03-01-05-01-01-02-01.wav,183.2501018233144,0.027988714366794145,0.0,2.0318642883977374,-558.0903,60.273037,-9.1174965,13.649888,-2.4852571,6.0296597,-7.8237543,0.5218871,-7.946145,-5.875875,-9.344623,-5.446145,-1.7070966
03-01-05-01-02-01-01.wav,157.70105267409744,0.028445812006640654,0.0,2.5688597117168546,-595.0243,58.63152,-2.327618,13.655265,2.5868275,7.25531,-6.0467424,2.112173,-5.78033,-4.3421254,-9.432346,-3.437716,-0.0951872
03-01-05-01-02-02-01.wav,157.6483073684527,0.025298024458280624,0.0,2.67589851654876,-557.4183,59.952057,-3.6888146,12.916796,-0.013789424,8.49737,-7.3896728,1.7407537,-4.216524,-5.3085866,-10.202172,-4.530848,0.68083215
03-01-05-02-01-01-01.wav,327.8643400306566,0.02035002103120563,0.0,2.6802438615816486,-382.96606,53.877857,-23.295197,4.5904512,-9.281444,-0.87772405,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345288,-7.9053793,-5.038463
03-01-05-02-01-02-01.wav,250.37788736978737,0.02246416420805459,0.0,3.4316762785377244,-398.33093,52.28169,-28.397718,12.267397,-10.859696,3.720289,-12.748708,-1.972765,-11.157867,-6.1966987,-13.095329,-9.452902,-1.8068535
03-01-05-02-02-01-01.wav,240.30979572110587,0.025967045613947345,0.0,3.1420255994521598,-433.96576,53.986023,-22.437214,10.337305,-7.0144825,4.4466424,-9.936926,-1.8927367,-10.486032,-7.3606787,-12.758347,-6.5644193,-1.5250014
03-01-05-02-02-02-01.wav,341.3043018229161,0.02104099619222324,0.0,2.4787219559369613,-338.97913,44.90493,-24.296865,3.9212265,-13.2807255,1.456002,-13.051088,-4.972659,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966728
03-01-06-01-01-01-01.wav,150.56955401235675,0.02677444543665864,0.0,2.45209336118427,-620.86926,72.92555,3.069638,15.845616,5.0054407,15.862975,-6.974336,2.558235,-6.399506,-6.247275,-8.1957035,-2.013455,0.49049407
03-01-06-01-01-02-01.wav,162.99700793122943,0.027198189139964135,0.0,2.199627667191751,-635.4471,72.67471,-2.9517865,10.282644,2.131883,12.7642765,-7.8575144,0.48864105,-9.560815,-9.200944,-11.435256,-3.857509,0.25524312
03-01-06-01-02-01-01.wav,122.09674408843273,0.030729960796593434,0.0,2.909708119904222,-646.4345,74.19784,4.9696417,20.310244,7.6789846,16.816557,-2.4131546,6.3674293,-4.006638,-2.782018,-5.332043,0.04226604,2.033845
03-01-06-01-02-02-01.wav,127.05402732376422,0.022102675780932293,0.0,2.970012993806848,-648.97406,78.302345,-1.7424384,14.431586,6.2418766,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.2118333,0.59373426
03-01-06-02-01-01-01.wav,221.95159636009882,0.02511423124238111,0.0,3.996003996003996,-474.58643,74.83671,-14.510592,9.217771,-4.863628,11.183942,-1.2733642,3.74777,-9.133905,-9.742279,-9.53531,-3.4553623,3.30271
03-01-06-02-01-02-01.wav,262.7423577529224,0.026755271931311428,0.0,3.7757555198300907,-433.3269,61.518326,-13.174423,0.06451048,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315669,-12.537487,-11.446819,-8.186241,-1.3809906
03-01-06-02-02-01-01.wav,257.76407960747804,0.02080595142294113,0.0,2.0147961592948214,-400.78815,62.260452,-16.549139,5.9092517,-9.460678,5.0568066,-7.2992005,0.83104813,-14.260063,-13.714011,-12.31969,-9.456751,-2.0069785
03-01-06-02-02-02-01.wav,250.9309257947935,0.021697129504460885,0.0,3.5861421222276775,-452.25665,64.263695,-13.6770115,5.033825,-7.8362937,9.111504,-4.4770546,-1.2374463,-15.050166,-9.26992,-12.923943,-9.0727215,2.0990417
03-01-07-01-01-01-01.wav,147.66221404357228,0.03522120703439003,0.0,3.6170842640686813,-681.2215,78.88362,0.12867455,11.79581,0.9876597,13.565272,-6.526605,3.7329943,-9.42451,-3.3148096,-10.4992075,-4.4647684,2.716594
03-01-07-01-01-02-01.wav,186.11418557069481,0.02918943815280976,0.0,2.3053893813338173,-653.0073,65.54431,1.4677501,11.092944,-4.316812,13.434915,-7.126188,1.5093212,-10.470179,-2.389424,-11.8359375,-3.84144,0.7690639
03-01-07-01-02-01-01.wav,115.90071020303994,0.02695485677398645,0.0,2.3053893813338173,-700.34393,84.596725,5.775722,14.642682,3.4342353,12.270109,-4.2028184,8.19937,-12.218771,-3.790657,-6.892418,0.20407355,-0.9369473
03-01-07-01-02-02-01.wav,128.43003163731365,0.024356097649406026,0.0,1.8242626938279112,-693.2808,68.03404,1.9750912,11.899816,2.2685301,9.418974,-4.04369,7.134194,-12.038191,-2.4839942,-6.6857424,0.20061953,1.3775651
03-01-07-02-01-01-01.wav,251.18916461433312,0.02460132396094596,0.0,3.7172202162570303,-514.209,61.11099,-6.6934342,7.1199026,-13.141234,1.2704731,-7.10544,-1.4572973,-14.00056,-11.953342,-9.292232,-6.934684,-2.621089
03-01-07-02-01-02-01.wav,273.95553941335834,0.026810432918117674,0.0,3.8985365259369433,-520.6225,55.43349,-12.775218,10.560292,-9.087996,3.5373573,-11.609045,-4.7857094,-18.184765,-8.228541,-6.4057035,-6.278636,-1.5957092
03-01-07-02-02-01-01.wav,207.59515864962873,0.01946078442058715,0.0,2.476856868633704,-549.6085,59.82162,3.9864705,18.777025,-10.736346,5.5345683,-5.5263953,0.86579305,-15.8455925,-6.6470613,-3.756177,-5.951642,-7.9454813
03-01-07-02-02-02-01.wav,229.06736004710197,0.02704923433658965,0.0,3.2029131257477035,-525.6453,56.05402,-0.5553166,9.288039,-6.9809046,5.484957,-6.4863153,-1.6713593,-15.754068,-7.5303717,-6.282212,-4.10962,-4.791883
03-01-08-01-01-01-01.wav,150.06290097514577,0.03790676466284985,0.0,2.644417646590721,-679.2995,64.041115,2.5253556,9.743006,2.0743148,10.626676,-5.171599,0.63715845,-5.934023,-3.8285363,-6.006711,-5.4047394,1.9098551
03-01-08-01-01-02-01.wav,128.26452469294364,0.030382721195007345,0.0,3.0581819108539974,-707.25446,65.81219,0.39867368,8.459831,4.743756,11.846096,-4.4687295,-0.018804891,-6.092442,-3.4243653,-7.3909154,-1.4570595,1.3017485
03-01-08-01-02-01-01.wav,131.44428085410487,0.024606243055955823,0.0,1.9791482594097896,-689.39404,70.91036,1.6139975,13.87252,3.8284073,11.299436,-6.15817,3.869916,-6.6757092,-3.8586779,-8.293786,-1.8832899,1.6591705
03-01-08-01-02-02-01.wav,150.1262107119686,0.03390891973263106,0.0,2.140727337597798,-698.8534,63.96066,-0.88586384,11.611211,0.27096087,7.4793377,-7.8976088,2.7589517,-6.1132083,-3.0909567,-7.139969,-3.486652,0.36065257
03-01-08-02-01-01-01.wav,171.0571824286506,0.03409516207017815,0.0,2.3277806066778206,-628.95764,67.507996,-5.0366893,10.820064,0.34334695,12.22499,-7.1534066,0.43669918,-7.598816,-3.079836,-7.990679,-4.641811,3.1423316
03-01-08-02-01-02-01.wav,187.51058588213857,0.03204615324658222,0.0,3.641222844005112,-583.7002,58.7757,-6.3594966,10.300801,-1.2749366,8.558703,-7.9135094,1.1394336,-7.8799667,-4.2184925,-8.814163,-5.4635077,0.4683843
03-01-08-02-02-01-01.wav,166.03286095856168,0.03138920502265257,0.0,2.5688597117168546,-629.17706,66.08909,-7.35269,13.902603,-1.7103955,10.309498,-8.481241,0.92026156,-6.696085,-6.425756,-10.449927,-1.7377802,-0.12092743
03-01-08-02-02-02-01.wav,215.62772639246052,0.032463865600475615,0.0,3.058162426651885,-610.95306,63.78429,-6.09838,10.51501,-2.8278024,8.334166,-5.722169,1.0251707,-10.117927,-5.266946,-8.199912,-4.9051867,0.6445216
03-01-01-01-01-01-02.wav,242.00076951022334,0.02083961887081978,0.0,4.124325500933701,-675.8518,68.959435,-4.9626026,5.4231405,0.60984236,3.1607316,-9.528844,2.6474683,-9.230494,-3.4923787,-2.775557,-0.8583372,-3.2529047
03-01-01-01-01-02-02.wav,244.06149789853052,0.019641435148174215,0.0,4.162499349609477,-677.49725,66.73792,-7.0662704,6.711427,2.3170297,2.5784461,-9.735838,3.7399817,-9.666592,-1.574834,-2.7584553,-1.9055327,-2.6086488
03-01-01-01-02-01-02.wav,243.20269967230013,0.02355802318932338,0.0,2.9174494419272845,-640.2968,64.62258,-5.608734,3.4770446,-2.1005533,2.7046711,-9.134014,2.263086,-9.458851,-4.599762,-3.946795,-1.7240582,-3.9413574
03-01-01-01-02-02-02.wav,238.73948262516703,0.02047974647849512,0.0,3.8850218532479244,-659.5008,61.3148,-5.997138,4.490148,-2.6454024,2.5160272,-10.72228,2.685003,-10.316002,-4.756049,-4.690621,-2.4549737,-4.5527906
03-01-02-01-01-01-02.wav,218.59924560203248,0.015685688067974046,0.0,3.6485253876558223,-698.07587,70.690025,-2.29,12.190497,1.143466,4.6190953,-9.343386,5.610262,-9.482477,-2.0852337,-2.5283892,-2.290745,-2.394948
03-01-02-01-01-02-02.wav,231.04922555876848,0.01127362807752022,0.0,2.7472527472527477,-685.27014,66.034645,-5.312263,8.085226,-0.22538432,3.311465,-9.604638,4.020546,-10.162641,-3.7117696,-2.5037436,-3.869077,-2.9866397
03-01-02-01-02-01-02.wav,218.65871875638823,0.015486183992663625,0.0,2.606089562611302,-688.55475,65.21492,-4.006218,9.36352,-3.7464232,5.0809503,-8.949337,2.139515,-9.365404,-4.1520348,-4.6722927,-1.6119943,-5.209119
03-01-02-01-02-02-02.wav,219.08403119741112,0.014681948216229953,0.0,3.77774279867779,-674.3035,65.869965,-5.672625,4.343221,-4.5438137,3.119926,-10.6374445,1.4574046,-11.619745,-5.8630357,-5.0011463,-2.872971,-5.9370713
03-01-02-02-01-01-02.wav,218.03624080105374,0.013303854120120782,0.0,2.90031671861389,-676.9464,62.021435,-4.284784,9.674073,-0.5778351,2.832537,-10.690165,2.9925203,-7.7227254,-4.665903,-4.6269574,-3.018172,-2.5841203
03-01-02-02-01-02-02.wav,217.58892387453636,0.012091722054119212,0.0,3.4675996160871856,-685.354,64.8416,-6.25909,9.039537,-1.8504004,1.9620017,-10.030852,4.2898245,-10.935775,-3.8740454,-4.0803866,-3.7543137,-1.8145919
03-01-02-02-02-01-02.wav,225.6141887996536,0.0151030217599362,0.0,3.167560927323766,-680.23694,60.510754,-5.4886413,8.456001,-7.207877,3.0568426,-8.93921,1.3651198,-11.655978,-6.464813,-6.3382726,-2.715138,-5.363808
03-01-02-02-02-02-02.wav,200.46626072713306,0.013316758076540572,0.0,2.1929267958395307,-676.8966,63.290787,-2.5447505,9.512606,-5.238165,4.080133,-8.802563,2.9575653,-12.019953,-4.3602104,-5.64748,-0.8800455,-4.214632
03-01-03-01-01-01-02.wav,241.77095421599392,0.02156892838942889,0.0,3.884999392968845,-615.3698,64.712395,-17.525738,1.0721173,2.1432567,-0.7451552,-10.137992,1.4398385,-9.424702,-8.146935,-1.7783351,-3.5647104,-4.9699297
03-01-03-01-01-02-02.wav,244.073913177484,0.01944372737457417,0.0,4.05001771882752,-636.3284,67.115746,-15.966241,4.9848886,3.678653,0.79736257,-11.596442,2.4776044,-10.262893,-7.066807,-1.8124379,-3.9394994,-5.9389787
03-01-03-01-02-01-02.wav,235.707531830051,0.014414646697323133,0.0,2.6522121106635503,-623.5609,64.29266,-16.984367,1.9863323,-0.77768636,-1.0957052,-10.206499,-1.0956904,-12.033014,-9.559129,-2.6313572,-3.4545598,-7.2920847
03-01-03-01-02-02-02.wav,245.20030028893663,0.01956140957164336,0.0,2.9434719589697846,-621.7522,65.94344,-13.400205,4.6448717,0.7613918,0.4328808,-9.629009,-0.9671438,-10.922279,-7.44106,-1.0519143,-2.3797553,-6.1604385
03-01-03-02-01-01-02.wav,282.0453018988945,0.018789632544078064,0.0,3.2399959500050626,-507.97903,55.327003,-24.597252,-2.2963903,2.2030911,-5.13373,-15.9404745,-2.384277,-10.304943,-11.138833,-1.3275425,-7.337683,-9.678197
03-01-03-02-01-02-02.wav,285.39624084471205,0.01484201225780482,0.0,4.359277086549814,-509.58395,59.14795,-25.002707,-2.6429157,1.5179116,-3.107946,-16.754808,-3.8577049,-9.711455,-10.388177,-2.2028635,-6.0850754,-8.971969
03-01-03-02-02-01-02.wav,250.6151974273755,0.017327672974385904,0.0,4.049994937506328,-564.886,59.037647,-17.660675,-0.29245853,0.6204666,-0.5198708,-12.68607,-5.5435715,-11.660215,-10.052526,-0.9895535,-3.7621117,-9.788852
03-01-03-02-02-02-02.wav,262.45267020457214,0.017756836985059952,0.0,3.875447425787873,-558.6029,57.735268,-17.925467,0.6474382,-0.626351,-1.7978331,-13.934751,-3.5213854,-10.3474245,-10.280376,-3.0889096,-5.3283057,-10.227825
03-01-04-01-01-01-02.wav,230.2893236127749,0.013280915864132053,0.0,3.1273074751335623,-706.5462,70.95973,-4.1365924,6.6439753,-0.8450789,3.205322,-10.462761,2.9966118,-11.937459,-4.443748,-5.141396,-3.6179626,-4.571275
03-01-04-01-01-02-02.wav,229.39302501765707,0.014809576791737193,0.0,2.9174333217299053,-696.2251,72.61911,-5.971652,6.434627,-0.2762453,2.8364086,-9.820615,3.4400737,-9.201118,-5.085862,-4.289515,-2.8661969,-2.9726014
03-01-04-01-02-01-02.wav,216.66619884603833,0.01200118353417889,0.0,2.408308664893884,-683.29425,59.915516,-0.3598153,6.508977,-1.4676181,2.8750477,-8.309567,-0.596347,-11.488852,-5.7631593,-3.1498957,-3.248486,-5.245757
03-01-04-01-02-02-02.wav,219.02009311447082,0.010911529250671636,0.0,2.3869908995971953,-700.86566,62.921898,-2.619947,8.212914,-0.48985144,4.108222,-7.795467,-0.023358017,-9.3188505,-6.341343,-3.9372573,-1.853161,-4.5948195
03-01-04-02-01-01-02.wav,258.10586048405236,0.022307607699947062,0.0,4.013825398595161,-684.31573,62.340847,-8.324207,5.9357667,-1.9212883,-1.0301524,-10.189304,-1.967844,-11.886773,-8.71532,-5.9609404,-3.7124434,-6.0599976
03-01-04-02-01-02-02.wav,231.75390853626172,0.02869726171723007,0.0,2.9174494419272845,-702.70337,67.9131,-3.6298935,8.076855,-0.7393072,2.7110705,-8.9391775,-1.2227178,-11.854862,-6.6605196,-6.604041,-2.7997153,-5.201832
03-01-04-02-02-01-02.wav,223.16995870208996,0.02052979346470188,0.0,2.70001181255168,-688.776,60.152584,-4.9036417,7.6960416,-3.1103747,1.7679313,-8.34617,-2.3499694,-12.538819,-9.191037,-7.881257,-3.7299984,-7.1819487
03-01-04-02-02-02-02.wav,283.6390215594434,0.022721958711559007,0.0,3.541912632821724,-687.3986,61.031883,-7.11638,8.069417,-3.8432615,2.7920034,-11.200945,-3.3254008,-13.323005,-7.9586997,-6.2958865,-1.9197619,-7.7417617
03-01-05-01-01-01-02.wav,253.93212803485292,0.030216838980615782,0.0,3.8143674507310874,-588.2537,59.247963,-8.007299,4.542206,-1.3240749,0.97312593,-9.401972,2.055399,-7.919817,-6.6781945,-1.9953741,-2.8655589,-2.0860763
03-01-05-01-01-02-02.wav,245.34431457644294,0.019683093207162224,0.0,3.2694578149123603,-564.9818,62.465103,-14.487927,3.4400377,-1.1810225,0.26285574,-10.752198,2.646129,-10.4493885,-5.05966,-0.9007035,-1.5124356,-1.1195513
03-01-05-01-02-01-02.wav,236.35329361668647,0.022917164531696312,0.0,2.9174494419272845,-602.7209,62.84519,-8.394002,6.589411,-4.375909,1.4356265,-10.295984,3.8481052,-10.856516,-5.5122113,-4.1941566,-1.5423423,-4.7062216
03-01-05-01-02-02-02.wav,232.42162379077243,0.022690930056399695,0.0,2.3660601811788675,-590.8822,59.8463,-14.2538395,4.3443723,-5.5822906,-0.5592322,-13.923412,3.8070233,-11.936244,-6.5984015,-4.050676,-2.3211434,-4.304013
03-01-05-02-01-01-02.wav,333.5336816797339,0.023443888021314793,0.0,2.3053770785749355,-477.00308,51.98464,-22.436209,0.07966272,-4.303525,-6.375623,-13.338385,3.2944665,-10.27578,-8.972215,-0.73087966,-4.789858,-4.3287773
03-01-05-02-01-02-02.wav,299.9310487530762,0.02680470735918788,0.0,2.7472527472527477,-502.75406,55.81529,-22.514963,-0.38626748,-4.5590944,-6.385681,-12.998574,5.385625,-8.096994,-8.746943,-1.6673539,-4.6842523,-4.3427157
03-01-05-02-02-01-02.wav,346.50972343400576,0.015624627088077853,0.0,3.4965034965034967,-437.46176,46.474915,-25.999445,-5.8879867,-9.137497,-9.274363,-16.633015,1.2840623,-11.299037,-13.147175,-4.465234,-6.250961,-8.2641
03-01-05-02-02-02-02.wav,339.85650471449236,0.02158532251657028,0.0,2.4975024975024978,-453.88705,48.402576,-28.487484,-3.6462314,-8.6114645,-9.896745,-16.036991,2.3280635,-11.231367,-12.242676,-3.3367684,-5.9945483,-8.363049
03-01-06-01-01-01-02.wav,314.8680531338315,0.014975893515371833,0.0,2.199627667191751,-595.8171,59.382217,-25.655392,1.5161917,-4.867662,-1.9652696,-16.650066,0.68378335,-14.741965,-8.69511,-4.6204305,-6.8369813,-6.595383
03-01-06-01-01-02-02.wav,328.67027631233657,0.016262248099248543,0.0,3.478668071513388,-599.1613,56.84228,-22.899433,-1.2103268,-5.610211,-1.7112188,-14.993203,1.2717696,-14.38086,-10.10225,-4.706261,-5.422339,-6.8581696
03-01-06-01-02-01-02.wav,315.9019282706113,0.02014623625259128,0.0,2.7245481790936337,-584.6368,53.946198,-23.683254,1.0352311,-6.6190166,0.15367816,-15.050793,-0.9471066,-15.154127,-9.587488,-3.8004522,-3.3235002,-8.445857
03-01-06-01-02-02-02.wav,336.17571763406613,0.01713045351196627,0.0,4.281437626478016,-590.8616,50.688057,-24.538645,-3.3477864,-7.2955213,0.3506409,-15.734379,-3.0930223,-17.794012,-10.360825,-3.7984354,-3.4389179,-9.616912
03-01-06-02-01-01-02.wav,414.98426848210283,0.012981970606028754,0.0,3.680538059611572,-535.5231,44.54064,-30.301683,-4.1415024,-7.7397614,-6.3114443,-17.439528,-2.251262,-12.838899,-10.43201,-4.374937,-3.2262971,-8.528458
03-01-06-02-01-02-02.wav,410.3662795917808,0.01276351715150138,0.0,3.5743949591865958,-519.63324,42.272,-30.099941,-3.093581,-8.013828,-4.3675427,-18.463741,-2.3117518,-12.013569,-12.069893,-5.05816,-5.0358105,-9.207201
03-01-06-02-02-01-02.wav,407.9785277596159,0.016392260458368047,0.0,4.162499349609477,-515.9983,38.055786,-27.663736,-3.2252216,-11.4832535,-1.9800559,-17.871073,-2.427586,-12.107833,-9.330832,-5.251732,-4.9818377,-10.160074
03-01-06-02-02-02-02.wav,401.54603331343316,0.011951396918583755,0.0,3.6074994363282133,-508.61215,42.668716,-26.237993,-3.011582,-10.191428,-2.5118136,-15.029951,-4.417139,-14.136553,-11.3241625,-2.822758,-3.4599664,-8.981435
03-01-07-01-01-01-02.wav,194.2659137346407,0.029095514890683294,0.0,2.997002997002997,-666.80176,72.579124,-11.815956,6.9202304,-2.758427,0.749238,-5.3767095,1.8880271,-13.4000025,-4.9366503,-2.646663,-0.7979515,-4.509567
03-01-07-01-01-02-02.wav,229.51565124131474,0.025869020639945513,0.0,4.399255334383502,-676.8212,79.525734,-12.700563,8.421185,-1.8144249,-0.3652035,-5.796458,1.6079458,-12.252427,-7.24475,-3.7815435,-0.11595096,-3.9112654
03-01-07-01-02-01-02.wav,203.69004694288498,0.021251807632428357,0.0,3.358703023909229,-648.5525,72.062836,-7.534307,7.6733623,-3.249207,2.9102335,-6.597658,0.034335345,-10.937421,-7.287062,-3.4088805,0.597124,-6.967582
03-01-07-01-02-02-02.wav,197.26289744375404,0.024879658405543074,0.0,2.3454806063501716,-653.723,71.55224,-12.836388,6.1638565,-2.0914633,0.5635094,-8.865091,-0.9978097,-13.018609,-8.319363,-1.9783115,0.5650333,-8.12291
03-01-07-02-01-01-02.wav,218.91210088798928,0.024784782810484532,0.0,2.9003313225712244,-610.62225,69.03071,-17.941748,7.085807,-4.932994,-2.7218776,-9.898748,1.7689624,-12.767782,-8.337047,-3.3750825,-1.2256465,-5.9758835
